,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
4794,D27088,Organ donation should be made compulsory,against,Not all organ transplantation surgeries are successful. The body of recipient may reject the organ of the donor.,Not all organ transplantation surgeries are successful. The body of recipient may reject the organ of the donor. against Organ donation should be made compulsory,"['Security: personal', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4795,D27089,Organ donation should be made compulsory,in favor of,Many people are in need of organ replacement surgeries to survive. There is a shortage of organ donors. Hence compulsory organ donation after death can ensure that no one will die due to the non-availability of healthy organs.,Many people are in need of organ replacement surgeries to survive. There is a shortage of organ donors. Hence compulsory organ donation after death can ensure that no one will die due to the non-availability of healthy organs. in favor of Organ donation should be made compulsory,['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4796,D27092,There should be a ban on Bandhs,in favor of,Industries are also one of the worst hits. Investors may lose interest to invest in manufacturing sector as bandh by anyone results in the loss to them.,Industries are also one of the worst hits. Investors may lose interest to invest in manufacturing sector as bandh by anyone results in the loss to them. in favor of There should be a ban on Bandhs,"['Achievement', 'Power: resources', 'Security: personal']",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4797,D27093,There should be a ban on Bandhs,in favor of,"Though right to protest is a fundamental right, people do not have right to take away the fundamental rights of others such as going to their work, doing their personal works etc. Not everyone is against to the changes by government. Some people may support it and may not support the ban. Forcing them to stay at home is undemocratic.","Though right to protest is a fundamental right, people do not have right to take away the fundamental rights of others such as going to their work, doing their personal works etc. Not everyone is against to the changes by government. Some people may support it and may not support the ban. Forcing them to stay at home is undemocratic. in favor of There should be a ban on Bandhs","['Self-direction: action', 'Security: personal', 'Conformity: interpersonal', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4798,D27094,There should be a ban on Bandhs,in favor of,"Most of the bandhs results in violence. Some political parties and organizations intentionally causes violence by setting public properties on fire, by destroying vehicles and by injuring the common people.","Most of the bandhs results in violence. Some political parties and organizations intentionally causes violence by setting public properties on fire, by destroying vehicles and by injuring the common people. in favor of There should be a ban on Bandhs","['Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4799,D27095,Nepotism exists in Bollywood,in favor of,"The standards of Indian cinemas fall at times because of nepotism. Producers and directors are pushing star kids to launch in their movies, failing to judge their acting skills and screen presence. This leads to flop movies and a loss of quality and standards of the Indian cinemas.","The standards of Indian cinemas fall at times because of nepotism. Producers and directors are pushing star kids to launch in their movies, failing to judge their acting skills and screen presence. This leads to flop movies and a loss of quality and standards of the Indian cinemas. in favor of Nepotism exists in Bollywood",['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800,D27096,Nepotism exists in Bollywood,against,Star kids also have an upbringing which is surrounded by the Bollywood industry. This gives them an advantage of getting adjusted and having a clearer overview of the industry. This might help them learn faster and do better which an outsider might not be able to.,Star kids also have an upbringing which is surrounded by the Bollywood industry. This gives them an advantage of getting adjusted and having a clearer overview of the industry. This might help them learn faster and do better which an outsider might not be able to. against Nepotism exists in Bollywood,"['Self-direction: thought', 'Achievement', 'Face']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4801,D27097,Nepotism exists in Bollywood,in favor of,"Movie stars of Bollywood often launch their children with much ease in the industry. Such acts serve as the roots of the debate for nepotism. This kind of act has been going on since ages. Hence, nepotism evidently exists in Bollywood.","Movie stars of Bollywood often launch their children with much ease in the industry. Such acts serve as the roots of the debate for nepotism. This kind of act has been going on since ages. Hence, nepotism evidently exists in Bollywood. in favor of Nepotism exists in Bollywood",['Benevolence: caring'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4802,E01002,Electric cars are not a solution to air pollution,in favor of,"It would be smarter and cheaper to develop and encourage limited speed, low consumption shared thermal cars, and abandon the myth of owning a car.","It would be smarter and cheaper to develop and encourage limited speed, low consumption shared thermal cars, and abandon the myth of owning a car. in favor of Electric cars are not a solution to air pollution","['Achievement', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4803,E01003,Electric cars are not a solution to air pollution,in favor of,"most of the electric power is produced by thermal power plants that burn oil derivatives and by the nuclear industry.  So, until the electric power generation won't be mostly by renewable energies, is basically irrelevant which kind of cars are we using. ","most of the electric power is produced by thermal power plants that burn oil derivatives and by the nuclear industry.  So, until the electric power generation won't be mostly by renewable energies, is basically irrelevant which kind of cars are we using.  in favor of Electric cars are not a solution to air pollution","['Universalism: nature', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4804,E01013,Biogas plants should be assessed on the basis of their efficiency,in favor of,"Maize biogas plants need more energy to operate than they supply. Should a free-area PV plant have a ten-fold higher efficiency on this arable land, the biogas plant should not be supported.","Maize biogas plants need more energy to operate than they supply. Should a free-area PV plant have a ten-fold higher efficiency on this arable land, the biogas plant should not be supported. in favor of Biogas plants should be assessed on the basis of their efficiency","['Achievement', 'Security: societal', 'Benevolence: caring', 'Universalism: nature', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
4805,E01018,The EU should take responsibility for global environmental and climate policy,in favor of,"climate change can only be successfully addressed on a global scale, especially in emerging countries that will be responsible for most of the greenhouse gas emissions in a few decades otherwise. But to convince them to grow green we have to acknowledge that we are denying them the way to build their economy as we did in the past 200 years. So we must support emerging countries in their transition to a green economy.","climate change can only be successfully addressed on a global scale, especially in emerging countries that will be responsible for most of the greenhouse gas emissions in a few decades otherwise. But to convince them to grow green we have to acknowledge that we are denying them the way to build their economy as we did in the past 200 years. So we must support emerging countries in their transition to a green economy. in favor of The EU should take responsibility for global environmental and climate policy","['Tradition', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
